win_start,win_end,center_index,window_date,window_start_date,window_end_date,D,D_stderr,D_ci_low,D_ci_high,beta_acf,beta_acf_stderr,beta_acf_ci_low,beta_acf_ci_high,beta_acf_r2,De_acf_TL_JOINT,De_acf_TL_JOINT_stderr,De_acf_TL_AR,De_acf_TL_AR_stderr,De_acf_Student,De_acf_Student_stderr,beta_hac,beta_hac_stderr,beta_hac_r2,De_hac_TL_JOINT,De_hac_TL_JOINT_stderr,De_hac_TL_AR,De_hac_TL_AR_stderr,De_hac_Student,De_hac_Student_stderr,beta_dfa,beta_dfa_stderr,beta_dfa_ci_low,beta_dfa_ci_high,beta_dfa_H,beta_dfa_r2,De_dfa_TL_JOINT,De_dfa_TL_JOINT_stderr,De_dfa_TL_AR,De_dfa_TL_AR_stderr,De_dfa_Student,De_dfa_Student_stderr,beta_bayes,beta_bayes_stderr,De_bayes_TL_JOINT,De_bayes_TL_JOINT_stderr,De_bayes_TL_AR,De_bayes_TL_AR_stderr,De_bayes_Student,De_bayes_Student_stderr,beta_whittle,beta_whittle_stderr,beta_whittle_m,De_whittle_TL_JOINT,De_whittle_TL_JOINT_stderr,De_whittle_TL_AR,De_whittle_TL_AR_stderr,De_whittle_Student,De_whittle_Student_stderr,,epsilon
6204,6329,6266,1921-09-30T00:00:00,1921-07-05T00:00:00,1922-01-04T00:00:00,,,,,1.0541559706550332,0.8387491521662903,0.11119898488032079,2.996861128118249,0.4617197225479849,0.275814852,0.11078040734192247,0.2773431032013445,0.1108770015131378,0.2734210528596326,0.11072380058085667,1.012261163498263,0.21689256760534567,0.4303536333485156,0.14062403861121492,0.045456347,0.14490791028407418,0.051851484,0.13387563686309095,0.036023753109379913,,,,,,,,,,,,,1.0240887145326747,0.38600347560336096,0.22347799192170265,0.10245789302481896,0.22997172043798603,0.10493668872297333,0.21224606096689705,0.098182509,,,,,,,,,,,0.177343103
6226,6351,6288,1921-11-02T00:00:00,1921-08-04T00:00:00,1922-02-03T00:00:00,,,,,0.086379744,0.6937229850133101,0.093173584,2.4649805531131146,0.002897579,0.2915957870566658,0.10963849393843138,0.29101201013125844,0.10979970961839648,0.2930385412117098,0.10922623717837998,0.008333127,0.29088288551484165,2.475338102181368e-05,0.30663020874776437,0.10562541587266379,0.30304001038434514,0.10667586526921476,0.3130724328647796,0.10349995159998632,,,,,,,,,,,,,0.5099135089334146,0.3909095313778754,0.26463111232576497,0.10943696764663693,0.2664162568314119,0.10998191300945566,0.26316287857730036,0.10860678164091742,,,,,,,,,,,-0.00219318
6248,6373,6310,1921-12-07T00:00:00,1921-09-06T00:00:00,1922-03-09T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6270,6395,6332,1922-01-10T00:00:00,1921-10-06T00:00:00,1922-04-10T00:00:00,,,,,0.10134138394884765,0.6181153229065787,0.037329035,2.229243979796662,0.013667575745841987,0.2915823959593395,0.10952649041840136,0.29090341900274685,0.10972423661915345,0.2932879690657463,0.10902648368850083,0.001213618,0.3003711208532424,1.8951693049329421e-06,0.3064547039998393,0.10578733805934165,0.3029685743985343,0.10679245345355635,0.31272813968502583,0.10373245042113553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017975229
6292,6417,6354,1922-02-09T00:00:00,1921-11-09T00:00:00,1922-05-11T00:00:00,,,,,0.8527752159632034,0.6015306859704472,0.066691981,2.389301759004555,0.10071792013767822,0.26849143092203037,0.11045933522833253,0.2706602239062271,0.11073438808847841,0.26525635746755316,0.11012557089176432,0.8317147384705625,0.42717392503301743,0.090391995,0.24810143111533822,0.10813179439199418,0.2521483981917123,0.1091508782610156,0.24189037613256967,0.10661467455085277,,,,,,,,,,,,,0.9298191835706965,0.5186606482538563,0.25745858735754956,0.1096345252041981,0.26080282722400994,0.11023372910799478,0.2521483639404699,0.10880086256061715,,,,,,,,,,,0.170660224
6314,6439,6376,1922-03-15T00:00:00,1921-12-13T00:00:00,1922-06-13T00:00:00,,,,,0.544207298,0.6365807839770995,0.041444691,1.8364443842924736,0.057710230694068554,0.279555438,0.11043139133597173,0.2803816436373361,0.11057132532696973,0.2787461417929458,0.11020289702697278,0.6904661793513193,0.5167197925439185,0.089193082,0.26777575233535705,0.11021053060174454,0.2698088649724141,0.11055265176256138,0.2650914957259678,0.10974296039826038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180381644
6336,6461,6398,1922-04-17T00:00:00,1922-01-16T00:00:00,1922-07-14T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6358,6483,6420,1922-05-17T00:00:00,1922-02-16T00:00:00,1922-08-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6380,6505,6442,1922-06-19T00:00:00,1922-03-21T00:00:00,1922-09-15T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6402,6527,6464,1922-07-20T00:00:00,1922-04-21T00:00:00,1922-10-18T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6424,6549,6486,1922-08-21T00:00:00,1922-05-23T00:00:00,1922-11-20T00:00:00,,,,,0.6433506398918073,0.374666319,0.068300302,1.2682473416348836,0.5891249569956927,0.2513184076312604,0.10815174812173585,0.2545588272876847,0.10909726967793028,0.24725219616132585,0.10679174531087035,0.6918401046254576,0.1176220664453989,0.6601865313326019,0.12246409912308792,0.022455983343899793,0.12093604903075932,0.021819834670565506,0.12740018231273828,0.024445954398341543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154558827
6446,6571,6508,1922-09-21T00:00:00,1922-06-23T00:00:00,1922-12-21T00:00:00,,,,,1.608061652887853,0.7131524313985522,0.057658456,2.3260868341554066,0.5399025924221603,0.25725382769237226,0.11005022763851072,0.26107468885803875,0.11057579532917641,0.25032201419519806,0.10933176004943485,1.5896704530114278,0.3134382580216747,0.566336013,0.1496383472547188,0.057573624,0.15753059759037547,0.066206564,0.13526497468720577,0.041585363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161074689
6468,6593,6530,1922-10-24T00:00:00,1922-07-26T00:00:00,1923-01-24T00:00:00,,,,,2.222819489724331,0.7594633017190233,0.11392946355221888,2.6925243139150528,0.45311097164535963,0.24830860123794002,0.10911669831340326,0.2533531452132676,0.10999779551507735,0.23852611508156701,0.10766813346766516,2.136517426334525,0.1948000694707073,0.41948525361522326,0.10417572882155925,0.006592844,0.10851351333606638,0.008589365,0.11035669610873308,0.003439064,,,,,,,,,,,,,1.4540153257090929,0.43251289052616604,0.20999382698516272,0.098249138,0.2182350702589722,0.10187602814962246,0.19410314565342732,0.091111232,,,,,,,,,,,0.153353145
6490,6615,6552,1922-11-24T00:00:00,1922-08-25T00:00:00,1923-02-27T00:00:00,,,,,1.1771129934650113,0.6481158494329085,0.12808220330620004,2.266679531104094,0.31052331114768583,0.262449868,0.11031478778293506,0.26548971816527445,0.11070302878070268,0.2573318252253404,0.10983503850325402,1.1446941495183676,0.2664289825460455,0.27360218435407224,0.1559401065429693,0.062281804,0.16303953986991115,0.069935762,0.14384963397208167,0.049254298,,,,,,,,,,,,,1.1003889316677387,0.4755426323097028,0.24206957500729692,0.10744166923244336,0.24713414335286216,0.10871863681930664,0.23328145406234924,0.10537772079973888,,,,,,,,,,,0.165489718
6512,6637,6574,1922-12-28T00:00:00,1922-09-27T00:00:00,1923-03-29T00:00:00,,,,,1.2136101314655274,0.6119104471374767,0.059269539,2.2412256842402485,0.5887769017122488,0.2578102244531998,0.10992209983354982,0.2613763097174181,0.11046200978229782,0.25168050846176726,0.10918552196213131,1.177155719433553,0.099600408,0.5872170585167829,0.10255875235555388,0.003782416,0.1064115765517794,0.005999029,0.11026930301416052,0.004987172,,,,,,,,,,,,,1.1560168161247377,0.3791467780943968,0.21073478317016747,0.098075444,0.2183853066124414,0.10158248983573129,0.19685766198275467,0.091616383,,,,,,,,,,,0.16137631
6534,6659,6596,1923-01-30T00:00:00,1922-10-30T00:00:00,1923-05-01T00:00:00,,,,,1.0324898936855442,0.6685259299850737,0.013607585645029112,2.1825457700968203,0.33878119367562964,0.2679807406210183,0.1105718287902891,0.270338465,0.11082661531668557,0.26421001627827945,0.11029228803501269,1.0356407574863975,0.2705282088860387,0.3327505510759933,0.16812691466648177,0.072410352,0.1756485592409823,0.079315085,0.15556481566053806,0.060651603,,,,,,,,,,,,,1.0320917355351404,0.4197530458913878,0.23303815754914298,0.10526206111584013,0.23880106712905708,0.10708459505337008,0.22312310535335475,0.10221229358057626,,,,,,,,,,,0.170338465
6556,6681,6618,1923-03-05T00:00:00,1922-12-01T00:00:00,1923-06-01T00:00:00,,,,,0.058124629115829565,0.6637441935693535,0.12678645023839832,2.417443709833016,0.006908701,0.2924167372877916,0.10950925033589129,0.2917001342593627,0.10969308384380466,0.29410470358915664,0.10903930355689465,0.038343412,0.1424378886552274,0.002873028,0.3287187951880997,0.095556395,0.3213542402963732,0.098538004,0.3378817137863634,0.092213979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045997969
6578,6703,6640,1923-04-05T00:00:00,1923-01-04T00:00:00,1923-07-03T00:00:00,,,,,0.034741066,0.7196894899783419,0.075284358,2.576023377333152,0.000471519,0.29254218870511306,0.10956641285240586,0.2918710009463691,0.10972851148252387,0.29408738776656207,0.10914848427359371,0.14265593296132945,0.39060022910172815,0.008202498,0.29098409741297454,0.1087721712855824,0.28969458538508275,0.1092172135495073,0.29432439452694004,0.10771680293384853,,,,,,,,,,,,,0.4236031721373772,0.31889514,0.2616113560964062,0.10849803648996534,0.26302345611296646,0.10925193922456909,0.26157525048468544,0.10732348020418297,,,,,,,,,,,-0.09379353
6600,6725,6662,1923-05-07T00:00:00,1923-02-05T00:00:00,1923-08-06T00:00:00,,,,,0.017037763284310222,0.7429327652554045,0.07261053,2.040045235123912,0.000197138,0.2927284182097063,0.10957047515042481,0.29205608267785815,0.10972665360127261,0.29424939944480266,0.10916635137328573,0.081028829,0.3689492608967894,0.004149427,0.29567055623820093,0.10809851741750658,0.2937476029970525,0.10865676645361022,0.2999253500848803,0.10679648609903021,,,,,,,,,,,,,0.35374483341463536,0.2632511199060939,0.25989628352316496,0.10732081367674795,0.2605303886077836,0.10828574004860865,0.26202591375893713,0.10579689709407958,,,,,,,,,,,-0.140060175
6622,6747,6684,1923-06-07T00:00:00,1923-03-09T00:00:00,1923-09-07T00:00:00,,,,,-0.079167663,,,,,0.4742715058583185,,0.4761834394656351,,0.43417130462592607,,-0.046521801,0.621501858,0.000572286,0.29556770091945606,0.10906852007624589,0.2944240977335854,0.10931777862798507,0.2979502844964147,0.1084389846491208,,,,,,,,,,,,,0.47155333662243354,0.377754487,0.26590926436061535,0.10938631365646449,0.26743840609665614,0.10992945453453962,0.26501205081594115,0.10853179879186726,,,,,,,,,,,-0.003816561
6644,6769,6706,1923-07-10T00:00:00,1923-04-11T00:00:00,1923-10-09T00:00:00,,,,,0.4449729950860686,0.5251867721657655,0.061098191313939156,1.8612250253966034,0.15134348639213568,0.2786557654488342,0.1102051782845054,0.2793551864921472,0.11042091203015342,0.2783625746920862,0.1098103321188619,0.523580201,0.285336619,0.21363053973577106,0.24078654893683832,0.10521728712928449,0.24392974048309896,0.10671856592756357,0.2382200127863609,0.10315583081252826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179355187
6666,6791,6728,1923-08-13T00:00:00,1923-05-11T00:00:00,1923-11-12T00:00:00,,,,,0.083279721,0.6994654082883477,0.029007293520194547,2.7418441631807955,0.006815486,0.29163764807420306,0.10964120230873108,0.29105495871427584,0.10980055649337535,0.2930712394579255,0.10923327827955069,0.048206357,0.1791878069460199,0.003194468,0.316460169,0.10066015823653966,0.310429339,0.10283071053481282,0.3254588789143312,0.097409409,,,,,,,,,,,,,0.32247983805567737,0.2497029323158115,0.2621266096119702,0.1071342260847059,0.26221103008464863,0.10811854545454022,0.26533393773085556,0.10551838473679669,,,,,,,,,,,-0.00346476
6688,6813,6750,1923-09-13T00:00:00,1923-06-13T00:00:00,1923-12-13T00:00:00,,,,,0.3316245977972185,0.45931243531282917,0.17392289262576655,1.8180870725158569,0.053206573128699364,0.2811298294106322,0.10986145648551454,0.28130517532933014,0.11013993756729214,0.2819715703104457,0.10927889659458952,0.47587857786981325,0.4068491933684969,0.11502362702717195,0.26894063751872166,0.10970684157880231,0.27031728765373186,0.1101517977329024,0.2680723425540592,0.10899162411311761,,,,,,,,,,,,,0.6115037194528247,0.3735451657816522,0.25375844601271197,0.10842823749855188,0.2566990396296262,0.10928971189856602,0.25029196555513716,0.10719122400557009,,,,,,,,,,,0.181305175
6710,6835,6772,1923-10-16T00:00:00,1923-07-16T00:00:00,1924-01-16T00:00:00,,,,,0.43862911944631183,0.49684064667939676,0.061976496,1.755413014249627,0.15173390267935838,0.277606307,0.11014173012201194,0.27834756804943567,0.11038816253385351,0.27734659184903687,0.10969352227485524,0.5225504355495442,0.3039619675335802,0.18922353924684354,0.24659808953030138,0.1065847354537617,0.24946930596945738,0.1078171186992039,0.2442018211632303,0.10485760899788679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178347568
6732,6857,6794,1923-11-16T00:00:00,1923-08-17T00:00:00,1924-02-18T00:00:00,,,,,-0.648007558,,,,,0.47427149495741766,,0.4609046897017374,,0.47427068520223586,,-0.819384592,0.47565262311971984,0.2022015162381201,0.32937920917841423,0.1013405000978443,0.3246869385821785,0.10273836305451546,0.33544902286917716,0.099183925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01909531
6754,6879,6816,1923-12-19T00:00:00,1923-09-19T00:00:00,1924-03-20T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6776,6901,6838,1924-01-22T00:00:00,1923-10-22T00:00:00,1924-04-22T00:00:00,,,,,-0.711499843,,,,,0.4742725195009297,,0.4609046896939168,,0.4742701948822507,,-0.767594938,0.5479426488410871,0.092809348,0.3195747913389426,0.10430515648092495,0.3158124670033709,0.10525421171877718,0.3249974264538771,0.10257926132705353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01909531
6798,6923,6860,1924-02-25T00:00:00,1923-11-22T00:00:00,1924-05-22T00:00:00,,,,,0.8696645031572557,0.602225513,0.076231335,2.105640674,0.7497122728602679,0.26799758475113566,0.11044913867679887,0.2702311899524189,0.11073282294477486,0.2646333249506983,0.11010545407929773,0.843730395,0.057907599,0.7410300486619195,0.10296745741311064,0.004143414,0.10608501424931635,0.005792139,0.11162847598611422,0.009187839,,,,,,,,,,,,,0.8585206404205659,0.3544605412120041,0.22678500917274524,0.10306495759428384,0.2325644950254834,0.10530543470784905,0.21759273727804107,0.099449383,,,,,,,,,,,0.17023119
6820,6945,6882,1924-03-26T00:00:00,1923-12-26T00:00:00,1924-06-24T00:00:00,,,,,1.1215066062838241,0.5717159465388765,0.068387674,2.0318904036855514,0.5267279236011453,0.2563602618864832,0.1096995874553882,0.2600121397558102,0.11030586683117224,0.2501817674087602,0.10884984556560193,0.9772963000874811,0.3847250959373416,0.5078702534374908,0.22672851708222996,0.10337191401134618,0.2328670205466796,0.10561791071847994,0.21633100495208224,0.099588491,,,,,,,,,,,,,0.9880125183006889,0.3866511854600469,0.22650409863928345,0.10332827317208362,0.2326864611768761,0.10558998923446841,0.2159831757805868,0.099503009,,,,,,,,,,,0.16001214
6842,6967,6904,1924-04-28T00:00:00,1924-01-28T00:00:00,1924-07-25T00:00:00,,,,,0.7067279321473107,0.618076357,0.018565606442478486,2.242836056935617,0.6774007562118647,0.27407662471416777,0.11053037273969898,0.27556455842831445,0.11071778611054736,0.2721024967785042,0.11028853167246343,0.6973689719351803,0.089696484,0.7033358515156821,0.11363407764002549,0.014875826697443462,0.11221523262827435,0.012610134261314306,0.12134556247092913,0.019090187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175564558
6864,6989,6926,1924-05-28T00:00:00,1924-02-29T00:00:00,1924-08-26T00:00:00,,,,,0.2968313956250402,0.8123870446919299,0.11197617302316791,2.939034311047985,0.2634235854401741,0.2877340193070134,0.110129099,0.28772729141983644,0.11021803489126006,0.28811935691103463,0.10991984889265483,0.2869610287821852,0.13695547507389053,0.23446199787642752,0.2264069794093388,0.092511914,0.22302518509356234,0.094371535,0.23771409292242512,0.090620534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179075752
6886,7011,6948,1924-06-30T00:00:00,1924-04-01T00:00:00,1924-09-26T00:00:00,,,,,1.3721251890089505,0.5465357810116477,0.09456324,1.979798346112746,0.7145767983473614,0.24293524843879583,0.10787150969881559,0.24819862100696602,0.1090744707019625,0.2332942675831587,0.10586968964124327,1.292755902217251,0.2721108753900344,0.6603689874756291,0.14795376542621308,0.054957465,0.15474312296571377,0.062978418,0.13611283267188679,0.041154202,,,,,,,,,,,,,1.2420441100594186,0.38353186135898737,0.20593691826525282,0.096201135,0.21404982303187825,0.1001497947358553,0.19089392620632847,0.088713856,,,,,,,,,,,0.148198621
6908,7033,6970,1924-07-31T00:00:00,1924-05-02T00:00:00,1924-10-29T00:00:00,,,,,0.4005184927286135,0.6602353727014068,0.069772965,2.590367429437812,0.034418070234616516,0.2839644674820298,0.11024159025588821,0.2842743442530434,0.11036707788647047,0.284007161,0.109982878,0.15734050795101212,0.7928657109936873,0.005346552,0.2900207929088966,0.1099027079644725,0.2897176414290292,0.11001455253351114,0.29091021357693436,0.10961952137359049,,,,,,,,,,,,,0.6033056220000012,0.42952944406262766,0.26316799701285515,0.10962571277218436,0.2653876375718268,0.110147834,0.26060025915808893,0.10887091378103761,,,,,,,,,,,0.184274344
6930,7055,6992,1924-09-02T00:00:00,1924-06-04T00:00:00,1924-12-02T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6952,7077,7014,1924-10-02T00:00:00,1924-07-07T00:00:00,1925-01-05T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6974,7099,7036,1924-11-05T00:00:00,1924-08-06T00:00:00,1925-02-04T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
6996,7121,7058,1924-12-08T00:00:00,1924-09-08T00:00:00,1925-03-10T00:00:00,,,,,1.0674681406526896,0.6476092074768998,0.17473470524107831,2.2960814038647457,0.4148719257367872,0.2655088090561939,0.11045859663008079,0.2681515551739767,0.11077247548169987,0.2612095456429829,0.1100918330980896,0.987150255,0.3590658265470651,0.3475508483346418,0.216896643,0.1000795727105495,0.22372788490667594,0.1030491203396295,0.20522624102895115,0.094947749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168151555
7018,7143,7080,1925-01-09T00:00:00,1924-10-08T00:00:00,1925-04-09T00:00:00,,,,,1.1011896951193603,0.6388449708066696,0.029429558974057947,2.386770536226119,0.5465412817780133,0.26383256969591595,0.1103699461767172,0.2666762487652345,0.11072654844755626,0.2591436426701677,0.10993796198579694,1.0784754878346732,0.17394245213156012,0.48906203080139954,0.12008010855906215,0.022448189892732808,0.121551177,0.024247855670270862,0.11906310285168871,0.018857801627451463,,,,,,,,,,,,,1.0683165790394016,0.3997387328898223,0.22461591623649851,0.10291307996620519,0.2311278659931053,0.10531099642994779,0.21318343816396632,0.098737211,,,,,,,,,,,0.166676249
7040,7165,7102,1925-02-10T00:00:00,1924-11-11T00:00:00,1925-05-12T00:00:00,,,,,-0.787111748,,,,,0.47427037744665634,,0.4609046896890883,,0.4742696937359848,,-0.677649115,0.8058292930242468,0.040424649,0.3032903,0.1081277237657236,0.3014310888141576,0.10845658611050697,0.3064478635825885,0.10735504406726395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01909531
7062,7187,7124,1925-03-16T00:00:00,1924-12-12T00:00:00,1925-06-11T00:00:00,,,,,0.6086113233152683,0.6629207929154726,0.09648033,2.472236151378286,0.12357856975921477,0.2787261558738469,0.11050556063218078,0.2796972028725613,0.11063662848643539,0.2776071340457802,0.1103127175467179,0.5518096695950042,0.3589164659210426,0.096579225,0.25613802513136946,0.10853176057815941,0.2586538392496914,0.10934062031654164,0.2536414740213927,0.10736075167102252,,,,,,,,,,,,,0.7157782104943132,0.4342134618240962,0.2567607736885354,0.10918467102739987,0.2597959408006367,0.10987510725550464,0.2525745375052516,0.10820354039511394,,,,,,,,,,,0.179697203
7084,7209,7146,1925-04-16T00:00:00,1925-01-15T00:00:00,1925-07-13T00:00:00,,,,,0.22242993817132645,0.7800108360641483,0.1415681546123016,2.998688931203576,0.029015587,0.2888686096149688,0.11000078337638174,0.28869715577671273,0.11010652463865356,0.28955652,0.109740552,0.25969340868881063,0.2161807922418085,0.035452101,0.2674131271037241,0.10630065188557554,0.2660195283135598,0.10741987058343445,0.27327624152667185,0.10432603973641505,,,,,,,,,,,,,0.49760519461323693,0.3488972417146464,0.2593117309492563,0.1087053816835514,0.26134971006130814,0.10944517668313349,0.2578074877250741,0.10760602798701131,,,,,,,,,,,0.130526026
7106,7231,7168,1925-05-18T00:00:00,1925-02-17T00:00:00,1925-08-12T00:00:00,,,,,1.6090785931609262,0.7551440631309693,0.096100558,2.690999985424623,0.49627243818872824,0.26089844621296276,0.11037484825278064,0.26429795124356764,0.11077417985921512,0.2548035681859526,0.10988349314752074,1.5307047951127506,0.2347597038033303,0.514507195,0.1224680451086467,0.026297423181704364,0.12582081043571255,0.030676578967521104,0.11755854492886565,0.018046934029681043,,,,,,,,,,,,,1.4272351557278486,0.3404591315425821,0.1727454982849449,0.077286156,0.18187032603677372,0.084440724,0.15570849957761868,0.063350155,,,,,,,,,,,0.164297951
7128,7253,7190,1925-06-17T00:00:00,1925-03-20T00:00:00,1925-09-14T00:00:00,,,,,0.505708616,0.6912310105189743,0.065315855,2.048556743706513,0.1920563419591822,0.2820545349101251,0.1103984361466356,0.2826434430631932,0.11050925502980334,0.28156614818689507,0.11020200373203935,0.5757567274181628,0.2753191319235069,0.22301585709234772,0.22958443215358826,0.10245209078179007,0.23364357891526863,0.10451689997807127,0.22543687533671075,0.099611048,,,,,,,,,,,,,0.6521946677901992,0.3554702363050869,0.24621285131174842,0.10724156960819708,0.24985090561029355,0.10841345691678285,0.2415756866286857,0.10554739673621578,,,,,,,,,,,0.182643443
7150,7275,7212,1925-07-17T00:00:00,1925-04-22T00:00:00,1925-10-15T00:00:00,,,,,1.2160503485178833,0.7099029470587417,0.086572968,2.770432109172109,0.4936780101647251,0.26625435354551197,0.11058159318898912,0.2688966868377434,0.11085715900533284,0.2618266064909801,0.11028509597034776,1.253875886177851,0.23127823882887907,0.5228836582872223,0.13210577369443852,0.036818938160308755,0.1361714108260052,0.042899066,0.12526704561917248,0.027098127910341743,,,,,,,,,,,,,1.2198371669641113,0.3872704853934028,0.2090485143588329,0.097501902,0.21694041964582483,0.10116939999531101,0.19449212158094834,0.090614999,,,,,,,,,,,0.168896687
7172,7297,7234,1925-08-18T00:00:00,1925-05-22T00:00:00,1925-11-17T00:00:00,,,,,0.6365329169523485,0.6174914022850422,0.083459713,2.1035270098806045,0.071717169,0.2761510067332185,0.11049860879835341,0.2773743848644816,0.11066737502447141,0.274667417,0.11026126458895474,0.8318627303881061,0.637180536,0.12267403302018154,0.2714802634654116,0.11057103377916104,0.2733346361738974,0.11078109129276521,0.26876650056378926,0.11032716475602883,,,,,,,,,,,,,0.8941025161696878,0.4702732652886662,0.2521743177941303,0.10889939629070958,0.2559738346320492,0.10971879089973682,0.2461741982296095,0.10770237508774937,,,,,,,,,,,0.177374385
7194,7319,7256,1925-09-18T00:00:00,1925-06-23T00:00:00,1925-12-18T00:00:00,,,,,1.0173178871807775,0.7324157872617867,0.11205997495301212,2.5710757032932086,0.7286549969985894,0.2720732588327659,0.11071273074621697,0.27398726247872907,0.11087892827009264,0.2690652865812792,0.11055967276241048,1.0538211107811462,0.095484347,0.6668805137754915,0.10344818912247249,0.005091105,0.10686424257586316,0.006288094,0.11069143022182633,0.006964401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173987263
7216,7341,7278,1925-10-21T00:00:00,1925-07-23T00:00:00,1926-01-21T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
7238,7363,7300,1925-11-23T00:00:00,1925-08-24T00:00:00,1926-02-24T00:00:00,,,,,0.6889670456864095,0.775486948,0.19216609862034623,2.7479227894729585,0.22789240605683792,0.2802881771870296,0.11058123497629412,0.2811893079429939,0.1106669354680798,0.279130904,0.11047394153210692,0.8006806344118556,0.24439697125926083,0.21853105964657493,0.1795706440150866,0.079498427,0.18605856955064776,0.085112076,0.17022746311273348,0.070943165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181189308
7260,7385,7322,1925-12-24T00:00:00,1925-09-24T00:00:00,1926-03-26T00:00:00,,,,,0.835866475,0.6842928000280597,0.051448782665605465,2.3217811813537903,0.25548441515482523,0.2738927786726656,0.11064312034563761,0.27551084320492286,0.11080327456740353,0.27153582484011235,0.1104694563461256,0.946816393,0.29909771426633364,0.29015485892512294,0.19357004108015186,0.089175794,0.2011447363840745,0.094034298,0.1810091392632555,0.08084455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175510843
7282,7407,7344,1926-01-27T00:00:00,1925-10-27T00:00:00,1926-04-28T00:00:00,,,,,1.0324064872254903,0.7617096217741726,0.19398104431462315,3.120008901440452,0.3169037663265408,0.2731562901174035,0.11074357712355015,0.2749617968824958,0.1108871797464149,0.2703173846911383,0.11062335272495327,1.1935494547055117,0.3656901956110639,0.40072541096945935,0.20230375398569797,0.094438502,0.2104816334082034,0.098698296,0.18732996187227413,0.086435663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174961797
7304,7429,7366,1926-03-02T00:00:00,1925-11-30T00:00:00,1926-05-28T00:00:00,,,,,0.3221447399490778,0.7486368985221019,0.068755904,3.078007240007555,0.029740056780058866,0.2868400166378557,0.11014508107379048,0.28689247025482634,0.1102470883567417,0.28719158742431744,0.10991164649113006,0.4591932073507727,0.45727859404196297,0.057736954,0.27425145029273634,0.11003532460110803,0.27525177844826787,0.11034833141302582,0.27372637117041326,0.10949860884151941,,,,,,,,,,,,,0.6696740825800551,0.431182825,0.2592042090641767,0.10937292376546692,0.26192076267442155,0.10999390074588286,0.2556695532345895,0.10849123768228659,,,,,,,,,,,0.18689247
7326,7451,7388,1926-04-01T00:00:00,1925-12-31T00:00:00,1926-06-30T00:00:00,,,,,0.18224464511419727,0.85898386,0.05634023,2.976777388004293,0.002754072,0.2896551619908124,0.10998862313693514,0.28944097483603454,0.11008096642670803,0.2903450452156927,0.10975615573513024,0.38953260236123377,0.7035233346783678,0.013411767430940635,0.2849299828732496,0.11023698846364227,0.28517373864320644,0.11034679807373488,0.28501744082598546,0.11000493375478423,,,,,,,,,,,,,0.8126933704179565,0.5250278032128726,0.26329805530349026,0.11005977033616117,0.265924912,0.11049028189404632,0.2594200759960684,0.10948609260242569,,,,,,,,,,,0.096834798
