win_start,win_end,center_index,window_date,window_start_date,window_end_date,D,D_stderr,D_ci_low,D_ci_high,beta_acf,beta_acf_stderr,beta_acf_ci_low,beta_acf_ci_high,beta_acf_r2,De_acf_TL_JOINT,De_acf_TL_JOINT_stderr,De_acf_TL_AR,De_acf_TL_AR_stderr,De_acf_Student,De_acf_Student_stderr,beta_hac,beta_hac_stderr,beta_hac_r2,De_hac_TL_JOINT,De_hac_TL_JOINT_stderr,De_hac_TL_AR,De_hac_TL_AR_stderr,De_hac_Student,De_hac_Student_stderr,beta_dfa,beta_dfa_stderr,beta_dfa_ci_low,beta_dfa_ci_high,beta_dfa_H,beta_dfa_r2,De_dfa_TL_JOINT,De_dfa_TL_JOINT_stderr,De_dfa_TL_AR,De_dfa_TL_AR_stderr,De_dfa_Student,De_dfa_Student_stderr,beta_bayes,beta_bayes_stderr,De_bayes_TL_JOINT,De_bayes_TL_JOINT_stderr,De_bayes_TL_AR,De_bayes_TL_AR_stderr,De_bayes_Student,De_bayes_Student_stderr,beta_whittle,beta_whittle_stderr,beta_whittle_m,De_whittle_TL_JOINT,De_whittle_TL_JOINT_stderr,De_whittle_TL_AR,De_whittle_TL_AR_stderr,De_whittle_Student,De_whittle_Student_stderr,,epsilon
20108,20233,20170,1972-12-13T00:00:00,1972-09-14T00:00:00,1973-03-16T00:00:00,,,,,0.046217973,0.5920463744235646,0.13701721310797893,2.2601971700117587,0.000149569,0.29337044413783403,0.1092802863550324,0.2924385251829778,0.10951576366439243,0.29550148465315595,0.10868506216572776,0.5087898271971976,1.1044965546448882,0.015063296,0.28687418080403415,0.11035226495008411,0.28711015791741107,0.11038839792681411,0.2866746430968271,0.1102839036582661,,,,,,,,,,,,,0.8849452342201538,0.5481954596826015,0.26272273083101305,0.1101008832114814,0.2654951823425211,0.11053043110799846,0.2584597335186316,0.10953708111852156,,,,,,,,,,,-0.067865887
20130,20255,20192,1973-01-17T00:00:00,1972-10-16T00:00:00,1973-04-17T00:00:00,,,,,0.5656887585902457,0.641783369,0.17827138215880856,2.415023133628193,0.054717548188597864,0.2791388223113734,0.11045632962294731,0.2800258006580909,0.11059529081099559,0.2782109660696285,0.11023721783444831,0.7105478863706702,0.5182590578339267,0.07860131,0.2670396338332603,0.11019409372390267,0.2691707111721625,0.11054868062308335,0.26416113698102994,0.10971383733670707,,,,,,,,,,,,,0.8403500325505768,0.48456228110210103,0.25714342378844246,0.10947424590452395,0.2603909916902954,0.11010759018510873,0.25220662544365613,0.10858509810809808,,,,,,,,,,,0.180025801
20152,20277,20214,1973-02-20T00:00:00,1972-11-16T00:00:00,1973-05-18T00:00:00,,,,,0.8542000338153475,0.5742262961306512,0.15953801338655266,1.9300563654652532,0.13853347009586992,0.2662940566857447,0.11033273444342577,0.26868117566604754,0.1106649192395675,0.26271054057400534,0.1099142866135288,0.9925037900751222,0.605582759,0.19891020248508617,0.2643056544227896,0.11032557624389937,0.26702101703132924,0.11068539314594826,0.25996831635730616,0.10988075158749115,,,,,,,,,,,,,0.9941819908827111,0.44812453629393934,0.24230144728961822,0.10733815233014592,0.24718217445767193,0.10861699823201838,0.2341207301172171,0.10531266792876381,,,,,,,,,,,0.168681176
20174,20299,20236,1973-03-22T00:00:00,1972-12-19T00:00:00,1973-06-20T00:00:00,,,,,1.2162277944598638,0.7345899298882856,0.084674856,2.788769960161516,0.30474081705624023,0.2678666721973618,0.11066038234290726,0.27033024491445345,0.11089552084555664,0.26376078714172185,0.1104262938478342,1.161805612078213,0.499810556,0.28281751066914507,0.24372327844291924,0.10783404308603077,0.24870454241261758,0.10901421120231884,0.23496898224648055,0.10593205376652608,,,,,,,,,,,,,1.1240256221058984,0.4294114001224414,0.22963296015308662,0.1044989871070128,0.23585266926384232,0.10654277369549325,0.21857727197925536,0.10095304580784176,,,,,,,,,,,0.170330245
20196,20321,20258,1973-04-24T00:00:00,1973-01-23T00:00:00,1973-07-23T00:00:00,,,,,1.681023945870354,0.7793873352523251,0.06728537,3.016887046,0.47533666816200026,0.2613242834347713,0.11042799125522339,0.2646952543476594,0.11080944667909143,0.25525254212997084,0.10996840129651604,1.7017787788934549,0.2199114844563936,0.4806939278936553,0.11428021884345343,0.01774335,0.11730350616964594,0.020036560621649574,0.11287254435366398,0.011342712356860922,,,,,,,,,,,,,1.3856154179403213,0.42729916762668935,0.21237960136283174,0.099114157,0.22035891920811132,0.1025200236865416,0.1971721088511047,0.092525918,,,,,,,,,,,0.164695254
20218,20343,20280,1973-05-24T00:00:00,1973-02-26T00:00:00,1973-08-22T00:00:00,,,,,2.5979836489040062,0.623054384,0.043101172,2.3933456526307633,0.6639912825105183,0.21582019422255297,0.1011713472484722,0.2244319149556579,0.10433615943036557,0.1977996969728818,0.094363995,2.5917396723869954,0.2671899520772262,0.675123253,0.11028110761139988,0.014033092134016096,0.11427606033457637,0.016548824,0.11082612277862439,0.006569115,,,,,,,,,,,,,1.6620242584276823,0.3103579698622091,0.14460123517700774,0.052470846772503715,0.15200556666631584,0.061148321,0.13118331083806653,0.036613814492340586,,,,,,,,,,,0.124431915
20240,20365,20302,1973-06-26T00:00:00,1973-03-28T00:00:00,1973-09-24T00:00:00,,,,,0.6578670619624075,0.6643971488340441,0.2940988102899067,2.544511837198785,0.16228409079113537,0.27751301371748666,0.1105464354372496,0.27864007875147073,0.11068343747625883,0.2761082021759932,0.11036054266864435,0.7321023457688157,0.2901225838004981,0.19337954769777088,0.21459924931137145,0.098150701,0.2204168600608576,0.10120364386785677,0.2063911121537469,0.09349916,,,,,,,,,,,,,0.7761033093055364,0.3994292393446741,0.2461680762858025,0.10764721842569955,0.2502388503807193,0.10877493071125141,0.24015570013138307,0.10597092192184647,,,,,,,,,,,0.178640079
20262,20387,20324,1973-07-27T00:00:00,1973-04-30T00:00:00,1973-10-24T00:00:00,,,,,1.0338852367664042,0.6169338405476548,0.10334097703145002,2.311720273,0.2501473774956552,0.26398204228160466,0.11033439074863201,0.2667632231478032,0.11069669408242273,0.2594787175912172,0.10988890457209541,0.9595759341956913,0.4170612071025152,0.24638630520966764,0.23726278,0.106173121,0.24252081222364077,0.10774240410201825,0.22851096981460803,0.10364156389530939,,,,,,,,,,,,,0.963067767,0.43735832526473034,0.2418485296928604,0.1071937091332413,0.2467143963120077,0.10850204517201452,0.23378653664650953,0.10512895999239973,,,,,,,,,,,0.166763223
20284,20409,20346,1973-08-28T00:00:00,1973-05-31T00:00:00,1973-11-26T00:00:00,,,,,0.5525597604315505,0.7380514863671076,0.048209262052171575,2.3768395510616998,0.051799806164268714,0.28207817390982476,0.11045427545491168,0.2827164702868688,0.11054821077638462,0.2814366720894071,0.11029921102033483,0.6161814688048664,0.33122242452613226,0.049051485,0.24346538591750871,0.1064912070049875,0.24710956931761174,0.10781242708880326,0.23914522237705027,0.10460009559122982,,,,,,,,,,,,,0.8325143402821252,0.4946902007744546,0.2588832333742933,0.10966097337561154,0.26195556917622664,0.11023281761044525,0.2542500989066957,0.10886940239329143,,,,,,,,,,,0.18271647
20306,20431,20368,1973-09-28T00:00:00,1973-07-02T00:00:00,1973-12-27T00:00:00,,,,,1.3345927299381024,0.9394268594607162,0.28716045847430544,3.858120924948768,0.5539720138237232,0.2750986318507785,0.11085998145262413,0.27678419427947487,0.11094513080670917,0.2723152304029093,0.11084443096176477,1.2396771117590484,0.3415455703747882,0.5215448219424708,0.1875450277956963,0.086676573,0.1962731117267975,0.092327405,0.1715312048731804,0.075929135,,,,,,,,,,,,,1.219757182822935,0.33384781449905987,0.18541824601207726,0.085334442,0.19410689839774972,0.091165634,0.1695904746673252,0.074327132,,,,,,,,,,,0.176784194
20328,20453,20390,1973-10-30T00:00:00,1973-08-02T00:00:00,1974-01-29T00:00:00,,,,,0.9452962230769266,0.8078139378926996,0.12971254153086972,3.2409467530550202,0.43040848139293586,0.27659986863016583,0.11073757087911644,0.27800216590206983,0.11083462834837307,0.2744780417270518,0.11066553608550109,0.8765409070193172,0.23227178152121877,0.40686548607870987,0.1622577663295188,0.066406411,0.16831232418035816,0.073037471,0.15324251343595308,0.056347874063422364,,,,,,,,,,,,,0.87720278,0.3159795956206961,0.2095234908275529,0.09674827,0.21632504452879026,0.10025579556916651,0.1985822643178417,0.090921343,,,,,,,,,,,0.178002166
20350,20475,20412,1973-11-30T00:00:00,1973-09-04T00:00:00,1974-03-01T00:00:00,,,,,0.5327482372050081,0.9486762741886082,0.027218514740420804,3.955728526869156,0.14386221548339495,0.2854645066206273,0.1103979848245556,0.2858209994779817,0.1104481626733047,0.28513002192975767,0.11030869919968056,0.4386663901433026,0.2857875358990314,0.092355979,0.252715008,0.10709225081000787,0.25458487403426455,0.10815746503170107,0.25243094000944416,0.1055582604421906,,,,,,,,,,,,,0.5646199908442338,0.34997364150483856,0.25317492459351293,0.10812039602165599,0.25594204540777077,0.10903720773221344,0.25030940260490075,0.10680426066330535,,,,,,,,,,,0.185821
20372,20497,20434,1974-01-03T00:00:00,1973-10-04T00:00:00,1974-04-02T00:00:00,,,,,0.910943318,0.6168781631630488,0.1418299728601303,2.3627436603565672,0.5087560387945196,0.26778549584236083,0.1104743324583188,0.2700766236078074,0.11075476222095351,0.2642682436773444,0.11014168350622194,0.8326467033244411,0.2537820858045445,0.45415629420603576,0.18118771431763042,0.080867516,0.18798286241760045,0.086467546,0.17101961646855124,0.072080073,,,,,,,,,,,,,0.8442393907155252,0.34192814622235673,0.2236628892321536,0.10201465676437213,0.22959041482000958,0.10446697278992305,0.2143191882640301,0.09805916,,,,,,,,,,,0.170076624
20394,20519,20456,1974-02-04T00:00:00,1973-11-05T00:00:00,1974-05-03T00:00:00,,,,,0.7061095282852085,0.725468701,0.063827236,2.530096107854078,0.28395958147337075,0.27851431725589787,0.11059772830720664,0.27959165681735965,0.11070588081598662,0.27710065707609155,0.11046455874807766,0.6362006150812638,0.15912900317943582,0.23365531032605003,0.14709114279961547,0.047909647,0.1482967101889157,0.051809355,0.1478696157793345,0.044618212541209505,,,,,,,,,,,,,0.659029606,0.31643199231959696,0.23417808319218608,0.10440086672780023,0.2386113238917585,0.10619762467232481,0.22848462972005526,0.10178424844788282,,,,,,,,,,,0.179591657
20416,20541,20478,1974-03-07T00:00:00,1973-12-06T00:00:00,1974-06-05T00:00:00,,,,,0.16149091181726233,0.5879210165313757,0.054661352320784146,2.094431228835393,0.027746849709791244,0.2898979641655755,0.10963801017610328,0.2893704075155269,0.10983704534596801,0.2914323818449858,0.10914400315106301,0.12315882494160015,0.11832421263150941,0.016505631519140307,0.3004404516693007,0.097478399,0.2924639609639769,0.1003141137684633,0.312336743,0.094015131,,,,,,,,,,,,,0.3641076273240955,0.2721904282370589,0.2602391957068523,0.10755906049524724,0.2610276371312279,0.1084837947044271,0.2619598484957611,0.10609926316664155,,,,,,,,,,,0.075536232
20438,20563,20500,1974-04-08T00:00:00,1974-01-09T00:00:00,1974-07-08T00:00:00,,,,,0.23993222949479956,0.6216901718434588,0.074370567,2.066395102,0.010346301647798484,0.2877313491214476,0.1098984259477149,0.28752150935952464,0.11005974950688834,0.28870004423478846,0.10951144717192851,0.13667752224423774,0.49817818950426535,0.003438943,0.29089941346325493,0.10930144628240898,0.29005110135956735,0.109585486,0.29314970251298056,0.1086028542932963,,,,,,,,,,,,,0.6379984685870265,0.4620244342295326,0.2649644687569591,0.10988877955760312,0.26713286865078956,0.11033516956847318,0.2622890608621986,0.10925425440341258,,,,,,,,,,,0.138052468
20460,20585,20522,1974-05-09T00:00:00,1974-02-08T00:00:00,1974-08-07T00:00:00,,,,,0.8440478174774312,0.6249668467707884,0.068917421,2.488787950585183,0.35871833319549296,0.27037005434351336,0.11053896370618904,0.27234476729820656,0.11077109134713303,0.267452468,0.11026597554229922,0.8947425795346167,0.25380084711554585,0.38991882643236453,0.1734587694406247,0.075746106,0.18041087124500096,0.081987993,0.16265950841171153,0.065740406,,,,,,,,,,,,,0.9127219951843806,0.418847221,0.24089627333905872,0.1068984498952247,0.24574390799134876,0.10826737217649375,0.2330348903430275,0.10475154629620861,,,,,,,,,,,0.172344767
20482,20607,20544,1974-06-11T00:00:00,1974-03-13T00:00:00,1974-09-09T00:00:00,,,,,0.5286259914304657,0.5886059275259595,0.070330123,2.313850448992386,0.0540895,0.27827247909629216,0.11038326102980031,0.2791726037216379,0.11055494473527622,0.27744118469129175,0.11010012881128735,0.6347277861765882,0.336405099,0.067616575,0.24296156463896654,0.10647311772612675,0.2467338537749799,0.10781072908771058,0.23830959736249324,0.1045468843042337,,,,,,,,,,,,,0.7917862085173123,0.4667380978324292,0.2571801649178098,0.10939637890561862,0.26034029736415765,0.11004303495164669,0.25252555459211556,0.10848543253398664,,,,,,,,,,,0.179172604
20504,20629,20566,1974-07-12T00:00:00,1974-04-15T00:00:00,1974-10-09T00:00:00,,,,,0.031502046942361264,0.6236079104944252,0.099692245,2.2765505155469414,0.001267236,0.2934452420976119,0.10933005171397468,0.2925534582554628,0.10954745532546449,0.2954590779952248,0.10877726539146745,0.062165038,0.1827793324979961,0.004510669,0.31250503771768484,0.1016096273220995,0.3067559115403578,0.10363403879809138,0.32151877376681115,0.098417677,,,,,,,,,,,,,0.2661484326866242,0.2023836701926051,0.2627995284282474,0.10539000157131308,0.26131561077168974,0.10663972570161578,0.2691833654110031,0.10330846447345025,,,,,,,,,,,-0.101885204
20526,20651,20588,1974-08-13T00:00:00,1974-05-15T00:00:00,1974-11-08T00:00:00,,,,,0.23096404855784164,0.8333429033193914,0.0366767,2.693690293839584,0.021847602468446525,0.2888757370031191,0.11004388516948424,0.2887418734505205,0.11013569711129702,0.28945378352390955,0.10981819851985788,0.21374343000697674,0.36676822357576944,0.022117276,0.2855854432074877,0.10903446400505293,0.28474554390840334,0.10948657150603236,0.2884909827174261,0.10800688551369911,,,,,,,,,,,,,0.40960463416809567,0.28747853301327053,0.2571003214584636,0.10760294516884461,0.2585234139804711,0.10854586551344322,0.25753475487024824,0.10618575307212379,,,,,,,,,,,0.138047522
20548,20673,20610,1974-09-13T00:00:00,1974-06-17T00:00:00,1974-12-11T00:00:00,,,,,0.25516706527988237,0.6602395177492788,0.08589821,2.197884083204082,0.00759722,0.2876097601135932,0.10997166644767928,0.28747002577612973,0.1101125719952503,0.2883980907498007,0.10963537064549778,0.2750133250137531,0.6695205034710552,0.007213748,0.2871952066662701,0.11001966337172568,0.2871182579402963,0.11015376893811218,0.2878666855068077,0.10970379126716855,,,,,,,,,,,,,0.7607018103674112,0.5070356071361561,0.26370714747988044,0.11001810282978233,0.26621963345616206,0.11045215175179371,0.2601350094426824,0.10943101165054495,,,,,,,,,,,0.152378635
20570,20695,20632,1974-10-15T00:00:00,1974-07-18T00:00:00,1975-01-14T00:00:00,,,,,0.22223404032228825,0.7812494661442131,0.070739342,2.7323818042412014,0.077142477,0.28887566012429705,0.11000125442803727,0.2887043196184787,0.11010669370229045,0.28956216005980656,0.10974171790639863,0.14073303065394824,0.27085197865814126,0.031315027,0.2919549627120618,0.10727478547732448,0.28946835346341393,0.10813553550381158,0.2977692408708762,0.10541353938430502,,,,,,,,,,,,,0.33521748331099915,0.2472836052695607,0.2593433113297045,0.10684300194959043,0.2596493838768903,0.10788425205425323,0.26229508828666437,0.10519747878716205,,,,,,,,,,,0.130441353
20592,20717,20654,1974-11-14T00:00:00,1974-08-19T00:00:00,1975-02-13T00:00:00,,,,,-0.009147541,,,,,0.4742731845046664,,0.46472351,,0.4666330310365507,,0.008529869,0.14340247567028044,5.025921826051771e-05,0.33707909268883196,0.09337337,0.32965197795430334,0.09651837,0.34554163628129925,0.090219434,,,,,,,,,,,,,0.32768795624962904,0.25373296386342514,0.26209508614791943,0.10724364409016376,0.26228096851612187,0.10821021649268214,0.2650729893118111,0.10566063031819174,,,,,,,,,,,-0.01527649
20614,20739,20676,1974-12-17T00:00:00,1974-09-19T00:00:00,1975-03-18T00:00:00,,,,,1.5611275492669259,0.6706940915844982,0.019870159531743193,2.5166344362745723,0.24945036200558524,0.25407409262823777,0.10968550256090971,0.25823962018974045,0.11033838655796617,0.24647813296017185,0.10873120879854499,1.1963364702331245,0.891725013,0.18004171818717896,0.27542915179433336,0.11082552235792988,0.27704384339850324,0.11091530908050165,0.27282059492694277,0.1107926025309034,,,,,,,,,,,,,1.094054904267305,0.5087426803942715,0.2485271417149504,0.10860036666485615,0.25295416372049895,0.10954712276473709,0.24095253819560006,0.10714763999133611,,,,,,,,,,,0.15823962
20636,20761,20698,1975-01-20T00:00:00,1974-10-21T00:00:00,1975-04-18T00:00:00,,,,,0.3666140942277439,0.5247025870547618,0.013244061698608183,1.8126920102644053,0.022752099,0.2817989366437476,0.11007194966885046,0.28211093830516953,0.11028160185621941,0.28216127956385706,0.10964035183282754,0.5383477153956098,0.5095096510589961,0.047905398,0.27387970846428966,0.11024918585638294,0.2751239190724988,0.11051189519159757,0.2726869978075981,0.10983535496697018,,,,,,,,,,,,,0.8060016536828732,0.5028173058456736,0.26114337946378274,0.10985439054570954,0.26396338556689236,0.11035607998110591,0.25697955195788313,0.10917046788281652,,,,,,,,,,,0.182110938
20658,20783,20720,1975-02-20T00:00:00,1974-11-20T00:00:00,1975-05-20T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan
20680,20805,20742,1975-03-24T00:00:00,1974-12-23T00:00:00,1975-06-20T00:00:00,,,,,0.883672236,0.5559698307738178,0.095779368,1.9855747040644638,0.081963521,0.2635476645941805,0.11016685699175548,0.266237294,0.1105712916052484,0.25942275429439876,0.10964198328009307,0.7961523082345108,0.7762598834841591,0.080847549,0.2782942893442205,0.1106597034609868,0.27945104450052016,0.11075359568622925,0.2766679996737209,0.11056539867099306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166237294
20702,20827,20764,1975-04-24T00:00:00,1975-01-24T00:00:00,1975-07-23T00:00:00,,,,,1.0203762912359002,0.7449180993049679,0.032887494,2.592864580445671,0.2748976694877653,0.27262061588034536,0.11072707192867164,0.27447778269846573,0.11088222880097641,0.2697048110367211,0.11058961999746279,0.986898932,0.3111475357894251,0.24754907008511673,0.19557839857038642,0.090440456,0.20330083803935606,0.095169689,0.18248118586746592,0.082167577,,,,,,,,,,,,,0.9899386294101622,0.47106446224673504,0.247127991,0.10823779633978207,0.2515536096578822,0.10926880080207196,0.23978134165549364,0.1066572471801804,,,,,,,,,,,0.174477783
20724,20849,20786,1975-05-27T00:00:00,1975-02-26T00:00:00,1975-08-22T00:00:00,,,,,1.0526135780661785,0.6129066871015023,0.069419184,2.0655299904723763,0.3516932909701098,0.2630374317986668,0.11027857761169496,0.26593195879165055,0.11066610559352466,0.258312984,0.10979409748884343,0.9488354136817844,0.31937436353517806,0.3394982409093331,0.20355012006364628,0.094324636,0.2108913289610953,0.098354541,0.19126601716783256,0.087385093,,,,,,,,,,,,,0.9575150026190256,0.4462708657024317,0.2441068600490997,0.10763532956253577,0.24875934554461626,0.10882445840094326,0.2364422134542562,0.10578494353602157,,,,,,,,,,,0.165931959
20746,20871,20808,1975-06-26T00:00:00,1975-03-31T00:00:00,1975-09-24T00:00:00,,,,,0.854132645,0.6565370022828102,0.052559323,2.4444183747987496,0.1631912095151109,0.27198063281648643,0.1106062748491955,0.27380312951786423,0.11080098120621058,0.2692861514079523,0.11038830750274721,0.9935038796590488,0.3161574187692997,0.22124476155557826,0.19742280394853756,0.091441963,0.2051313190735208,0.096019568,0.18428905928383757,0.083405699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17380313
20768,20893,20830,1975-07-29T00:00:00,1975-04-30T00:00:00,1975-10-24T00:00:00,,,,,1.2992419790959129,0.6618361260892156,0.086003174,2.487530217,0.27027924612748544,0.2602865857828871,0.11020439712095069,0.26363147348557037,0.11064840731151213,0.25449370057569376,0.10963352173140971,1.2812097356023466,0.4992653977989237,0.24204683129342996,0.23783205800014262,0.1067465835585403,0.24352315013917383,0.10825132271002791,0.22746540700829895,0.10417251634271361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163631474
20790,20915,20852,1975-08-28T00:00:00,1975-06-02T00:00:00,1975-11-25T00:00:00,,,,,0.070115927,0.584568064,0.057016894,2.254816925931345,0.002529644,0.2927224375301591,0.10933835923100134,0.2918538861883354,0.10957044668634644,0.2947758903535066,0.10875281992183843,0.20941813823916758,0.40832287336961154,0.020717453061373514,0.2867120845861149,0.10925560821482928,0.285998852,0.10962828434851361,0.2891636186367208,0.10838910426954912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026167367
20812,20937,20874,1975-09-30T00:00:00,1975-07-02T00:00:00,1975-12-29T00:00:00,,,,,0.4524915598601209,0.6347552333813964,0.026027253506802003,2.1711670857061227,0.2028278965515531,0.28203987721076595,0.11031301884857515,0.28255187745857235,0.11044916672464233,0.2817836632061804,0.11005471155182296,0.5429146326856467,0.18016943849176378,0.28589438239323683,0.17895220008014026,0.075358612,0.18191600337331948,0.079690462,0.17850932538167005,0.070860054,,,,,,,,,,,,,0.6148471041315959,0.3397599964509447,0.2458806492600999,0.10700334633121025,0.2493664348611756,0.10820922704884701,0.2417537017786161,0.10527613174911671,,,,,,,,,,,0.182551878
20834,20959,20896,1975-10-30T00:00:00,1975-08-04T00:00:00,1976-01-29T00:00:00,,,,,-0.228257781,,,,,0.4742718819391284,,0.4609046906993404,,0.4609037445754293,,0.075988324,0.4961310922385012,0.001362128,0.2934789140270597,0.10901838060749351,0.2923271904699544,0.10933584568375364,0.296164753,0.10823395764272647,,,,,,,,,,,,,0.5545128452393963,0.409404777,0.26381644786005326,0.10953160559413938,0.26583101205984194,0.11006565,0.2617794292126081,0.10874039790802888,,,,,,,,,,,-0.019095309
20856,20981,20918,1975-12-02T00:00:00,1975-09-04T00:00:00,1976-03-02T00:00:00,,,,,0.7020779106649859,0.46954450935485026,0.073449803,1.7489602228517087,0.11006450086104724,0.2623768415756765,0.10979118023225683,0.2649024396685938,0.11028924849794623,0.2589701722624217,0.10909747077901912,0.6975130792981237,0.37301826119732473,0.14031703046168387,0.24639965763657243,0.1074519774491122,0.25020304189855647,0.10859572454608556,0.24121830948797923,0.1057814172490257,,,,,,,,,,,,,0.8053781103076316,0.4528283877933369,0.254306963,0.10904825134110206,0.2577513967284387,0.10980287801949891,0.24916035963217043,0.10796592587749682,,,,,,,,,,,0.16490244
20878,21003,20940,1976-01-05T00:00:00,1975-10-06T00:00:00,1976-04-01T00:00:00,,,,,-0.421238999,,,,,0.4742732899005558,,0.46090469150453584,,0.46663270859472716,,-0.494671579,0.7425960642338691,0.032864158,0.30224406365583456,0.10824942436423599,0.300460427,0.10857311305951611,0.30535353352691413,0.10747860614137467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019095309
20900,21025,20962,1976-02-04T00:00:00,1975-11-05T00:00:00,1976-05-04T00:00:00,,,,,-0.197506915,,,,,0.47427148928946583,,0.4609047512873838,,0.4742708430015273,,-0.336401404,0.6506317912941488,0.031096096541079477,0.30204431843111884,0.10817375710220381,0.30019792617609786,0.10853087903285502,0.3053366681922528,0.1073253900932731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019095249
20922,21047,20984,1976-03-08T00:00:00,1975-12-08T00:00:00,1976-06-04T00:00:00,,,,,0.3165004770590869,0.4933613372822685,0.044281542715826086,1.677806836320597,0.031595122,0.282989278,0.10990412936082421,0.2830637706871227,0.11014452903355292,0.2838493869979095,0.10938292359943311,0.2566286222407652,0.4637301888623857,0.024620816578540317,0.2850955,0.10965652228382625,0.2848157439270541,0.10993696585591389,0.2866303539738663,0.10901548327738884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183063771
20944,21069,21006,1976-04-07T00:00:00,1976-01-09T00:00:00,1976-07-07T00:00:00,,,,,-2.12872776,,,,,0.47427125059319547,,0.4609046897206307,,0.4666328803754565,,-2.259533906,0.7034435752765312,0.5202039114018233,0.3341739858965911,0.10014996913121417,0.3293292337356625,0.10161910761652673,0.3400020991693605,0.098069887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01909531
20966,21091,21028,1976-05-10T00:00:00,1976-02-10T00:00:00,1976-08-06T00:00:00,,,,,-0.240441866,,,,,0.4742720181835873,,0.46090469795622213,,0.4666332695910301,,-0.206217975,0.5012084820877235,0.006959535,0.3046474315621194,0.1074189959663397,0.3022766761415301,0.1079464916692392,0.3088526907925995,0.1062265815834759,,,,,,,,,,,,,0.5025022887647564,0.40710928611832287,0.26713183801694607,0.1096573486313942,0.26872891344370264,0.11013078556205629,0.2658711317557011,0.10892128739864818,,,,,,,,,,,-0.019095302
20988,21113,21050,1976-06-10T00:00:00,1976-03-12T00:00:00,1976-09-08T00:00:00,,,,,-0.593377517,,,,,0.4742716779298493,,0.46090468981218025,,0.46663311787939804,,-0.489970765,0.28303325740287044,0.1969332534596825,0.3518822713661239,0.092024911,0.34550800834254436,0.094670123,0.35804670564235025,0.089550261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01909531
21010,21135,21072,1976-07-13T00:00:00,1976-04-13T00:00:00,1976-10-08T00:00:00,,,,,0.86694333,0.4279843513514767,0.071776666,1.7549370709746803,0.1304020856889727,0.2459685195075406,0.1078209885511359,0.25027815277662696,0.10893420531945758,0.23919237372519903,0.10613522494686033,0.9735573202807956,0.4872681470009106,0.16278866784622226,0.2508140644903042,0.10881252878511613,0.25486362453042277,0.10967427147952406,0.24417897075557288,0.1075319100358386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150278153
21032,21157,21094,1976-08-12T00:00:00,1976-05-14T00:00:00,1976-11-10T00:00:00,,,,,0.5994328627916488,0.6017968416858763,0.11273076137759454,2.203901149,0.12764261305160607,0.2765747212664019,0.11045794743449193,0.27771483008798187,0.11063208979199962,0.2752802229783532,0.11019980784360245,0.38467179986343486,0.5349466280803653,0.054015372,0.2814125081837745,0.11012141409397944,0.2817991568307643,0.11032254474733509,0.281617717,0.10971590198561969,,,,,,,,,,,,,0.6058205750714656,0.4128787841600823,0.2607637764289007,0.1093704548029378,0.2631732318156786,0.10997155630603568,0.2579591870558937,0.10850378715824292,,,,,,,,,,,0.17771483
21054,21179,21116,1976-09-14T00:00:00,1976-06-16T00:00:00,1976-12-13T00:00:00,,,,,0.6267231309901562,0.7297647512282466,0.062264220144703314,2.697681539212698,0.21470277604618548,0.28033440558770584,0.11053093854108478,0.28118481865572587,0.11063050227926696,0.2793262854430316,0.11038860488813135,0.6288206769561362,0.1819486300212752,0.21961540365686172,0.16351873682455553,0.064350637,0.16677051445167046,0.069410716,0.16143538545861816,0.058738897119902135,,,,,,,,,,,,,0.7244389247722904,0.40573149943430376,0.25124582165510867,0.10840143787472727,0.2547592199053391,0.10931327173150707,0.24632599092545743,0.10708023865360068,,,,,,,,,,,0.181184819
21076,21201,21138,1976-10-14T00:00:00,1976-07-19T00:00:00,1977-01-13T00:00:00,,,,,1.8523266266804659,0.6934971650489475,0.094495357,2.7878691733661713,0.6780540838123268,0.2491154797141552,0.10913631349727451,0.253959158,0.1099925549650544,0.23993582256495408,0.10776448305271756,1.7923998223643978,0.19868529701106513,0.6537666528227148,0.10829956488352716,0.011603831320616426,0.11176502967958081,0.013028435132314881,0.11084126264165703,0.006822055,,,,,,,,,,,,,1.5058761309064757,0.35119859662211567,0.17256017082196262,0.077314481,0.1818623698385835,0.084554958,0.1549939705453467,0.062993903,,,,,,,,,,,0.153959158
