win_start,win_end,center_index,window_date,D,D_stderr,beta_hac,beta_hac_stderr,De_hac_TL_AR,De_hac_TL_AR_stderr,De_hac_Student,De_hac_Student_stderr,DELTA D,DELTA BETA,DELTA D_E,Lag D-1,LagD-2,LagD-3,LagD-4,lagB-1,Lagb-2,Lagb-3,Lagb-4,correl,dummy,serei specifica
22000,23200,22600,1982-07-29T00:00:00,0.489259831,0.002587185,0.784007186,0.187648861,0.149381561,0.055192876,0.144544662,0.043626791,0.030579131,0.04071059,-0.357074327,-0.036980584,-0.037775509,-0.003882985,0.008452888,-0.279219563,0.754610835,-0.508705989,0.072481482,0.081841536,0,
22250,23450,22850,1983-07-25T00:00:00,0.504220972,0.002692511,0.504058348,0.130087237,0.148904415,0.049633607,0.157628839,0.04801292,0.042336596,1.452490183,0.076775331,0.030579131,-0.036980584,-0.037775509,-0.003882985,0.04071059,-0.279219563,0.754610835,-0.508705989,0.078316672,0,
22500,23700,23100,1984-07-19T00:00:00,0.525567971,0.006603357,0.542757594,0.137657415,0.147640992,0.049414852,0.154028519,0.046398475,0.03531721,0.537754434,1.993658061,0.042336596,0.030579131,-0.036980584,-0.037775509,1.452490183,0.04071059,-0.279219563,0.754610835,-0.126791122,0,
22750,23950,23350,1985-07-16T00:00:00,0.544129565,0.010154342,1.624830648,0.242907824,0.125521179,0.030770321,0.119411033,0.020539301,-0.044962564,0.894380116,-0.5029592,0.03531721,0.042336596,0.030579131,-0.036980584,0.537754434,1.452490183,0.04071059,-0.279219563,-0.179856578,0,
23000,24200,23600,1986-07-14T00:00:00,0.519664105,0.019236183,0.807607125,0.232936511,0.17838036,0.080117453,0.165262996,0.065363102,-0.009375308,0.214062552,-0.01019286,-0.044962564,0.03531721,0.042336596,0.030579131,0.894380116,0.537754434,1.452490183,0.04071059,-0.031268365,1,-0.488839431
23250,24450,23850,1987-07-09T00:00:00,0.514792094,0.02335393,0.799375299,0.235948874,0.181561538,0.082203988,0.168143634,0.067791443,-0.061537279,-0.176936234,0.030572939,-0.009375308,-0.044962564,0.03531721,0.042336596,0.214062552,0.894380116,0.537754434,1.452490183,-0.019902982,1,-0.588398056
23500,24700,24100,1988-07-05T00:00:00,0.483113189,0.019221773,0.823814551,0.301808617,0.216451666,0.099947151,0.201004078,0.090736957,-0.005907625,-0.488839431,0.316021361,-0.061537279,-0.009375308,-0.044962564,0.03531721,-0.176936234,0.214062552,0.894380116,0.537754434,-0.069307207,1,1.121612808
23750,24950,24350,1989-06-29T00:00:00,0.480259138,0.009825413,1.084157547,0.358970209,0.217111498,0.100833856,0.197892567,0.090672633,0.00130829,-0.588398056,-0.479964022,-0.005907625,-0.061537279,-0.009375308,-0.044962564,-0.488839431,-0.176936234,0.214062552,0.894380116,-0.065121856,1,0.861719183
24000,25200,24600,1990-06-26T00:00:00,0.480887456,0.004044159,0.56380093,0.221107395,0.208793889,0.095228799,0.201290212,0.087070829,-0.015836541,1.121612808,-0.444061517,0.00130829,-0.005907625,-0.061537279,-0.009375308,-0.588398056,-0.488839431,-0.176936234,0.214062552,-0.08058627,1,-0.67508411
24250,25450,24850,1991-06-21T00:00:00,0.473271862,0.008580139,0.313438634,0.077241637,0.156040179,0.044553507,0.185088291,0.052724558,-0.055699524,0.861719183,-0.221461534,-0.015836541,0.00130829,-0.005907625,-0.061537279,1.121612808,-0.588398056,-0.488839431,-0.176936234,0.02556713,0,
24500,25700,25100,1992-06-17T00:00:00,0.446910845,0.01597381,0.244024033,0.056809272,0.170443838,0.045878578,0.208095461,0.055106286,0.002567239,-0.67508411,-0.40148379,-0.055699524,-0.015836541,0.00130829,-0.005907625,0.861719183,1.121612808,-0.588398056,-0.488839431,0.415437806,0,
24750,25950,25350,1993-06-14T00:00:00,0.448058172,0.005190145,0.146052339,0.260479298,0.288572788,0.107764114,0.296750925,0.105175981,0.057036442,0.48811844,-0.980862293,0.002567239,-0.055699524,-0.015836541,0.00130829,-0.67508411,0.861719183,1.121612808,-0.588398056,0.199435816,0,
25000,26200,25600,1994-06-09T00:00:00,0.473613816,0.00772355,0.002795107,0.142899227,0.330497814,0.09608818,0.346786474,0.089786497,0.082757266,0.134493567,108.834939,0.057036442,0.002567239,-0.055699524,-0.015836541,0.48811844,-0.67508411,0.861719183,1.121612808,0.205714807,0,
25250,26450,25850,1995-06-06T00:00:00,0.5128088,0.008762318,0.307000391,0.073142938,0.155300943,0.042948292,0.185717094,0.051902219,0.018993193,0.624736091,0.883496305,0.082757266,0.057036442,0.002567239,-0.055699524,0.134493567,0.48811844,-0.67508411,0.861719183,0.335950658,0,
25500,26700,26100,1996-05-31T00:00:00,0.522548677,0.014236454,0.578234102,0.073368117,0.11369459,0.013397817,0.128611618,0.023282984,-0.006294987,-0.11222744,-0.309340768,0.018993193,0.082757266,0.057036442,0.002567239,0.624736091,0.134493567,0.48811844,-0.67508411,0.303398866,0,
25750,26950,26350,1997-05-28T00:00:00,0.51925924,0.012638733,0.399362721,0.043091337,0.120750475,0.017543197,0.149060265,0.032707801,-0.030076106,-0.134645861,1.579887025,-0.006294987,0.018993193,0.082757266,0.057036442,-0.11222744,0.624736091,0.134493567,0.48811844,0.084645192,1,-0.67746494
26000,27200,26600,1998-05-26T00:00:00,0.503641944,0.01093698,1.030310702,0.195778294,0.132711182,0.038087574,0.128841924,0.028736933,-0.007157867,-0.500878247,0.325800499,-0.030076106,-0.006294987,0.018993193,0.082757266,-0.134645861,-0.11222744,0.624736091,0.134493567,0.03502111,1,-0.005340973
26250,27450,26850,1999-05-21T00:00:00,0.500036942,0.005458885,1.365986442,0.224119453,0.127962552,0.033375087,0.122444161,0.023234726,0.006591557,-0.67746494,-0.084039285,-0.007157867,-0.030076106,-0.006294987,0.018993193,-0.500878247,-0.134645861,-0.11222744,0.624736091,0.031290081,1,0.009573956
26500,27700,27100,2000-05-17T00:00:00,0.503332964,0.001760682,1.251189918,0.099282195,0.10200365,0.003869695,0.106141567,0.006536045,-0.035362856,-0.005340973,-0.130347066,0.006591557,-0.007157867,-0.030076106,-0.006294987,-0.67746494,-0.500878247,-0.134645861,-0.11222744,0.096719135,1,2.981732086
26750,27950,27350,2001-05-15T00:00:00,0.485533673,0.001751278,1.088100984,0.222169556,0.142416847,0.049797336,0.133918729,0.035098234,-0.001742264,0.009573956,-0.372203793,-0.035362856,0.006591557,-0.007157867,-0.030076106,-0.005340973,-0.67746494,-0.500878247,-0.134645861,0.077312887,1,-0.045372607
27000,28200,27600,2002-05-17T00:00:00,0.484687745,0.001768045,0.683105671,0.10392898,0.116546409,0.016938766,0.126129804,0.022757042,0.013377655,2.981732086,-0.485762108,-0.001742264,-0.035362856,0.006591557,-0.007157867,0.009573956,-0.005340973,-0.67746494,-0.500878247,0.083057444,1,0.32674937
27250,28450,27850,2003-05-15T00:00:00,0.49117173,0.00703988,0.35127882,0.043733744,0.128828419,0.022936116,0.161202163,0.037679539,-0.072856938,-0.045372607,-0.299703592,0.013377655,-0.001742264,-0.035362856,0.006591557,2.981732086,0.009573956,-0.005340973,-0.67746494,0.043243592,0,
27500,28700,28100,2004-05-12T00:00:00,0.455386462,0.006720462,0.245999296,0.043577675,0.161931468,0.038103419,0.201915936,0.049882648,0.012796264,0.32674937,1.979845589,-0.072856938,0.013377655,-0.001742264,-0.035362856,-0.045372607,2.981732086,0.009573956,-0.005340973,-0.255002586,0,
27750,28950,28350,2005-05-10T00:00:00,0.461213707,0.008916369,0.733039917,0.100387329,0.113169388,0.013744891,0.122026002,0.019693399,-0.019716452,0.514456972,-0.539882415,0.012796264,-0.072856938,0.013377655,-0.001742264,0.32674937,-0.045372607,2.981732086,0.009573956,-0.251400045,0,
28000,29200,28600,2006-05-08T00:00:00,0.452120209,0.013503457,0.337284556,0.031529478,0.127983886,0.021531739,0.163107412,0.037374215,0.056777196,-0.494788722,0.137898571,-0.019716452,0.012796264,-0.072856938,0.013377655,0.514456972,0.32674937,-0.045372607,2.981732086,-0.200752785,0,
28250,29450,28850,2007-05-07T00:00:00,0.477790327,0.006822099,0.383795615,0.023070573,0.118512952,0.015061424,0.149766881,0.032005613,-0.03400129,0.541663569,0.150782664,0.056777196,-0.019716452,0.012796264,-0.072856938,-0.494788722,0.514456972,0.32674937,-0.045372607,0.058924728,1,-0.329638616
28500,29700,29100,2008-05-02T00:00:00,0.461544839,0.010517381,0.44166534,0.023303773,0.112936821,0.01134075,0.13845654,0.027020947,0.005387603,0.161304392,0.233293832,-0.03400129,0.056777196,-0.019716452,0.012796264,0.541663569,-0.494788722,0.514456972,0.32674937,0.206389837,1,0.800593916
28750,29950,29350,2009-04-30T00:00:00,0.46403146,0.012213881,0.54470314,0.03305555,0.107867384,0.008392249,0.126093164,0.020582103,-0.015172187,-0.329638616,0.126306682,0.005387603,-0.03400129,0.056777196,-0.019716452,0.161304392,0.541663569,-0.494788722,0.514456972,0.243047791,1,0.500252121
29000,30200,29600,2010-04-28T00:00:00,0.456991087,0.008187714,0.613502786,0.057159975,0.108529423,0.009160689,0.122898491,0.019137086,0.005552142,0.800593916,0.055223551,-0.015172187,0.005387603,-0.03400129,0.056777196,-0.329638616,0.161304392,0.541663569,-0.494788722,0.236332747,0,
29250,30450,29850,2011-04-25T00:00:00,0.459528367,0.014742748,0.647382588,0.11807773,0.123989513,0.024638479,0.132722963,0.028188055,0.009510737,0.500252121,0.381279721,0.005552142,-0.015172187,0.005387603,-0.03400129,0.800593916,-0.329638616,0.161304392,0.541663569,0.103077793,0,
29500,30700,30100,2012-04-20T00:00:00,0.46389882,0.02211784,0.894216441,0.180030982,0.134272597,0.039143485,0.132179606,0.031232987,-0.062593253,-0.355541181,-0.092350687,0.009510737,0.005552142,-0.015172187,0.005387603,0.500252121,0.800593916,-0.329638616,0.161304392,0.095242682,0,
29750,30950,30350,2013-04-22T00:00:00,0.434861884,0.014254037,0.811634938,0.171771278,0.136631671,0.041275946,0.13556995,0.033937388,0.063058944,-0.378263817,0.030133141,-0.062593253,0.009510737,0.005552142,-0.015172187,-0.355541181,0.500252121,0.800593916,-0.329638616,0.730441149,0,
30000,31200,30600,2014-04-17T00:00:00,0.462283816,0.00886225,0.836092048,0.280327027,0.204315644,0.094992426,0.188189932,0.083346455,0.039570137,0.150330541,-0.624154594,0.063058944,-0.062593253,0.009510737,0.005552142,-0.378263817,-0.355541181,0.500252121,0.800593916,0.795876628,0,
30250,31450,30850,2015-04-16T00:00:00,0.480576449,0.010194517,0.314241355,0.154675234,0.226064911,0.097151356,0.235560283,0.093053341,-0.008826047,0.090989071,1.233601504,0.039570137,0.063058944,-0.062593253,0.009510737,0.150330541,-0.378263817,-0.355541181,0.500252121,0.789739498,0,
30500,31700,31100,2016-04-13T00:00:00,0.476334859,0.011122107,0.701889964,0.038655933,0.102964786,0.004768222,0.115363164,0.013997859,0.032679851,0.409919294,0.976340506,-0.008826047,0.039570137,0.063058944,-0.062593253,0.090989071,0.150330541,-0.378263817,-0.355541181,0.785979594,0,
30750,31950,31350,2017-04-10T00:00:00,0.491901411,0.015681273,1.387173566,0.273920962,0.150089388,0.058929132,0.135491014,0.038863652,0.024837384,0.189492634,-0.172004442,0.032679851,-0.008826047,0.039570137,0.063058944,0.409919294,0.090989071,0.150330541,-0.378263817,0.817393998,0,
31000,32200,31600,2018-04-09T00:00:00,0.504118956,0.018652759,1.14857355,0.036226006,0.100170923,0.000429478,0.104541458,0.003483078,-0.027992945,-0.065775298,-0.008099471,0.024837384,0.032679851,-0.008826047,0.039570137,0.189492634,0.409919294,0.090989071,0.150330541,0.829687104,1,-0.554228628
31250,32450,31850,2019-04-05T00:00:00,0.490007181,0.017425868,1.139270712,0.036434027,0.100181827,0.000445317,0.104591392,0.003628067,-0.060698602,-0.036618455,0.72677613,-0.027992945,0.024837384,0.032679851,-0.008826047,-0.065775298,0.189492634,0.409919294,0.090989071,0.823001321,1,-0.040132822
31500,32700,32100,2020-04-02T00:00:00,0.46026443,0.01678776,1.967265472,0.284208797,0.129209081,0.036055635,0.120100326,0.021805806,0.03061601,-0.554228628,-0.305882148,-0.060698602,-0.027992945,0.024837384,0.032679851,-0.036618455,-0.065775298,0.189492634,0.409919294,0.839485274,1,-1
31750,32950,32350,2021-03-31T00:00:00,0.474355891,0.007483503,1.365514084,0.053733784,0.100131229,0.000373343,0.104207283,0.001867522,0.019031739,-0.040132822,0.16565476,0.03061601,-0.060698602,-0.027992945,0.024837384,-0.554228628,-0.036618455,-0.065775298,0.189492634,1,1,0
32000,33200,32600,2022-03-28T00:00:00,0.483383709,0.007183169,1.591717991,0.292815131,0.14785361,0.057112063,0.132619825,0.03616742,-1,-1,-1,0.019031739,0.03061601,-0.060698602,-0.027992945,-0.040132822,-0.554228628,-0.036618455,-0.065775298,#DIV/0!,0,
